%,persen
sehrsny,seharusnya
sehrsnya,seharusnya
seindonesiyah,seindonesia
sekaeang,sekarang
sekali2,sekali kali
sekalii,sekali
sekaliiii,sekali
sekaliiiii,sekali
sekangen2,sekangen kangen
sekarg,sekarang
sekarng,sekarang
sekedar,sekadar
sekertaris,sekretaris
seketaris,sekretaris
sekjen,sekretaris jenderal
seklian,sekalian
sekolahin,sekolahkan
sekrang,sekarang
sekrg,sekarang
sekrng,sekarang
seksama,saksama
seksii,seksi
sekular,sekuler
selah,seolah
selaloe,selalu
selaluu,selalu
seleb,artis
selebriti,selebritas
selese,selesai
seller,penjual
sellow,selow
selma,selama
selmat,selamat
selmnya,selamanya
selmt,selamat
selow,santai
selular,seluler
seluru,seluruh
semangaatt,semangat
semangaatttt,semangat
semangatt,semangat
semangattt,semangat
semau,asal
sembab,sembap
sembako,sembilan bahan pokok
sembuhin,menyembuhkan
"sembunyi""""",sembunyi sembunyi
semedi,semadi
sememangnya,emangnya
semi profesional,semiprofesional
semngat,semangat
semntara,sementara
semogaa,semoga
sempak,celana dalam
sempet,sempat
sempet2nya,sempat sempatnya
sempetnya,sempatnya
sempurnaa,sempurna
sempurnaaaaa,sempurna
semrawutnya,tidak teratur
semuaa,semua
semuaaa,semua
semuannyaaa,semuanya
semuanyaa,semuanya
semuanyaaaa,semuanya
semuax,semuanya
senang2,senang senang
senangat,semangat
sendeng,senang
senderi,sendiri
sendirii,sendiri
sendirinnya,sendirinya
sendirinyya,sendirinya
sendirir,sendiri
sendratari,seni drama tari
sendri,sendiri
seneeeeeng,senang
senen,senin
seneng,senang
senengg,senang
senenggg,senang
senengin,senangi
senengnya,senangnya
senggama,sanggama
senoga,semoga
sensorik,sensoris
sentausa,sentosa
senti meter,sentimeter
senyumin,senyumi
senyumna,senyumnya
seolaholah,seolah olah
seorg,seorang
sep,sip
separo,separuh
sepertix,sepertinya
seprei,seprai
seprt,seperti
sept,september
serahin,serahkan
serasiii,serasi
serem,seram
"serem""",seram seram
serem2,seram seram
serifikat,sertifikat
sering2,sering sering
seringgg,sering
seriussan,serius
sertijab,serah terima jabatan
sertipikat,sertifikat
seru2,seru seru
seru2an,seru seruan
seruu,seru
seruuu,seru
service,pelayanan
sesang,sedang
sesatt,sesat
sesekk,sesak
setaaaann,setan
setaaann,setan
setabil,stabil
setau,setahu
setaun,setahun
setelur2nya,setelur telurnya
seterong,setrong
setifikat,sertifikat
seting,akting
setju,setuju
setop,berhenti
setting,atur
setuap,setiap
setujuuu,setuju
setujuuuu,setuju
sewain,menyewa
sewot,sebal
sex,seks
sexi,seksi
sexi2,seksi seksi
sexxi,seksi
sexy,seksi
sey,sih
seyogianya,seharusnya
sgala,segala
sgampang,segampang
sgat,sangat
sgera,segera
sgh,sungguh
sgitunya,segitunya
sgl,segala
sgla,segala
sgr,segera
sgra,segera
sgrombolan,segerombolan
sgt,sangat
sgtu,sebegitu
sgtuny,segitunya
sgtunya,segitunya
sgtu'y,sebegitunya
sh,sih
shaaaay,say
shaay,say
shabat,sahabat
shalat,salat
share,bagikan
sharusnya,seharusnya
shat,sehat
shay,say
shayy,say
shayyy,say
shbat,sahabat
shbt,sahabat
shere,share
shg,sehingga
shgga,sehingga
shinga,sehingga
shingga,sehingga
shodokoh,sedekah
sholat,salat
sholihah,salihah
shr,seharus
shrsnya,seharusnya
si,sih
sia2kan,sia siakan
siapa2,siapa siapa
siapaa,siapa
siapayahh,siapa ya
siappa,siapa
sibukx,sibuknya
sich,sih
sichh,sih
sichhhhhhhhhh,sih
sidah,sudah
sidak,inspeksi mendadak
sido,sudah
sie,sih
siech,sih
sieyh,sih
sihat,sehat
sihh,sih
sihhh,sih
sihhhh,sih
sii,sih
siih,sih
siihh,sih
siihhh,sih
siiih,sih
siiihh,sih
siiihhh,sih
siiiiiiippppppppp,sip
siip,sip
siipp,sip
siippp,sip
siji,satu
"sikap""",sikap sikap
sikon,situasi dan kondisi
silahkan,silakan
silahken,silahkan
silahkn,silakan
silakan,silahkan
silatu rahmi,silaturahmi
silauuu,silau
silsturahmi,silaturahmi
simiskin,miskin
simpatik,simpati
simpedes,simpanan pedesaan
simpel,sederhana
simpen,simpan
simpenan,simpanan
simple,sederhana
simplekan,sederhanakan
simplenya,sederhananya
sinet,sinetron
sinetron,sinema elektronik
sing,orang
sing endhi,yang mana
sintesa,sintesis
sinting,gila
sintron,sinetron
sip,ok
sipiit,sipit
sipp,sip
siramin,siramkan
siriik,sirik
sirik,syirik
sirikk,sirik
sirkular,sirkuler
sis,kakak perempuan
sisain,menyisakan
sist,kakak perempuan
sista2,sista sista
sistim,sistem
sistm,sistem
sitayngin,ditayangkan
situeee,si tua
situsjudionline,situs judi online
size,ukuran
sizonkk,si zon
sj,saja
sja,saja
sjahtrakan,sejahterakan
sjarah,sejarah
sjauh,sejauh
sjhtra,sejahtera
sjjurny,sejujurnya
sjk,sejak
sjumlah,sejumlah
sk,suka
ska,suka
skali,sekali
skali2,sekali kali
skalian,sekalian
skaligus,sekaligus
skalii,sekali
skalipun,sekalipun
skarang,sekarang
skaranglah,sekaranglah
skdar,sekedar
skedar,sekadar
skg,sekarang
skill,kemampuan
skit,sakit
skitar,sekitar
skl,sekali
sklh,sekolah
skli,sekali
sklinyaa,sekalinya
skluarga,sekeluarga
skolah,sekolah
skp,sikap
skr,sekarang
skrang,sekarang
skrg,sekarang
skrng,sekarang
skrngnya,sekarangnya
skrnh,sekarang
skt,sakit
sktika,seketika
sktlrang,sekarang
skuad,skuat
skul,sekolah
slah,salah
slahkan,salahkan
slain,selain
slalu,selalu
s'lalu,selalu
slaluuuuu,selalu
slam,salam
slama,selama
slamat,selamat
slamet,selamat
slamt,selamat
slanjutnya,selanjutnya
slera,selera
slesai,selesai
slh,salah
slhkan,salahkan
sling,saling
slingkuh,selingkuh
sll,selalu
sllu,selalu
slm,salam
slma,selama
slmat,selamat
slmnya,salamnya
slmt,selamat
slmttt,selamat
slnjtnya,selanjutnya
slotgacor,slot gacor
slotgame,slot game
slotgames,slot game
slotnyahh,slot
slotonline,slot online
slots,slot
slott,slot
slottttttt,slot
slrh,seluruh
slruh,seluruh
sls,selesai
slsai,selesai
slsaikn,selesaikan
slt,sulit
slu,selalu
sluruh,seluruh
slw,selow
sm,sama
sm2,sama sama
sma,sama
sma2,sama sama
smakin,semakin
smangat,semangat
smart,pintar
smartphone,telepon genggam cerdas
smata,semata
smbil,sambil
smbyi,sembunyi
smenjak,semenjak
smentara,sementara
smg,semoga
smga,semoga
smgaa,semoga
smi,sri mulyani
smkin,semakin
smkn,semakin
smnagatin,menyemangati
smngat,semangat
smnjak,semenjak
smntara,sementara
smntr,sementara
smntra,sementara
smog,semoga
smoga,semoga
smogaaa,semoga
smp,sampai
smpai,sampai
smpe,sampai
smpt,sempat
smrg,semarang
smster,semester
smua,semua
smuaaa,semua
smuanya,semuanya
smudah,semudah
smulla,semula
smvk,sempak
smw,semua
smwny,semuanya
smwnya,semuanya
sn,setya novanto
sna,sana
sndiri,sendiri
sndr,sendiri
sndri,sendiri
sneng,senang
sng,senang
sngaja,sengaja
sngat,sangat
snggup,sanggup
sngt,sangat
sni,sini
so,sok
soalx,soalnya
soal'y,soalnya
socmed,sosial media
sodara,saudara
sodaraku,saudaraku
sodori,serahkan
sodorkan,berikan
soft,halus
soga,moga
sohib,teman
sok2,sok sok
sok2an,sok sokan
sokk,sok
solat,salat
soljum,sholat jumat
solve,solusi
somay,somad
sombink,sombong
somplak,gila
somse,sombong sekali
songong,sombong
sono,sana
sop,sup
sopo,siapa
sorban,serban
sorga,surga
sorgawi,surgawi
sori,maaf
sorry,maaf
sory,maaf
sosbud,sosial budaya
sosek,sosial ekonomi
sosmed,sosial media
sospol,sosial politik
sotoy,sok tahu
sowry,maaf
sp,sapa
spa,siapa
spakat,sepakat
spanjang,sepanjang
spd,sepeda
spek,spesifikasi
sperti,seperti
spertinya,sepertinya
spndpt,sependapat
spnjng,sepanjang
spnuhnya,sepenuhnya
sportifitas,sportivitas
sppa,siapa
sppun,siapapun
sprt,seperti
sprti,seperti
spt,seperti
spti,seperti
sptnya,sepertinya
spy,supaya
spya,supaya
srbelum,sebelum
srd,saudara
srg,sekarang
srh,suruh
sri langka,sri lanka
sring,sering
srius,serius
srkg,sekarang
srng,sering
srpti,seperti
srruu,seru
srta,serta
srtfkt,sertifikat
ssh,susah
ssma,sesama
ssorg,seseorang
sstu,sesuatu
ssuai,sesuai
stadiun,stadion
staf2nya,staf stafnya
stagahhhh,astaga
stage,panggung
standard,standar
standarisasi,standardisasi
statemen,pendapat
statement,pernyataan
statusx,statusnya
stdkny,setidaknya
steess,stres
stelah,setelah
stengah,setengah
stgh,setengah
stiap,setiap
stidaknya,setidaknya
still,masih
stimpal,setimpal
stj,setuju
stju,setuju
stl,setelah
stlah,setelah
stlh,setelah
stop,henti
stopjudi,berhenti judi
stp,setiap
strategy,strategi
strawberi,stroberi
strawberry,stroberi
strawbery,stroberi
streesss,stres
stress,stres
strong,sabar
sttus,status
stu,satu
stuju,setuju
stupun,satu pun
suamiii,suami
suamiiiii,suami
suaminga,suaminya
suaminy,suaminya
suami'y,suaminya
suaranyaa,suaranya
suaranyaaaaaa,suaranya
suaraynyaa,suaranya
suarranya,suaranya
sub bagian,subbagian
subahanallah,subhanallah
subbag,subbagian
subhanaallahh,subhanallah
subhanallahhh,subhanallah
subhanalloh,subhanallah
subhannallah,subhanallah
subhnallah,subhanallah
subyek,subjek
subyektif,subjektif
success,sukses
suces,sukses
sucses,sukses
sud,sudah
suda,sudah
sudab,sudah
sudahh,sudah
sudh,sudah
suerrr,suer
suipit,sipit
suk,masuk
suka cita,sukacita
suka rela,sukarela
suka ria,sukaria
suka.a,sukanya
suka2,suka suka
sukaa,suka
sukaaa,suka
sukaaaa,suka
sukaaaaaa,suka
sukaaak,suka
sukak,suka
sukakkk,suka
sukam,suka
sukkaa,suka
suko,suka
sukse,sukses
suksea,sukses
suksess,sukses
sukur,syukur
sukur2,sukur sukur
sumai,suami
sumatra,sumatera
sumbangin,sumbangkan
sumpahh,sumpah
sumpeh,sumpah
sumpek,sempit
sumvahh,sumpah
sunah2,sunah sunah
sunggu,sungguh
sungguh pun,sungguhpun
sungguh2,sungguh sungguh
supeer,super
super sibuk,supersibuk
supir,sopir
suport,semangat
support,dukung
surban,serban
surgaa,surga
suru,suruh
survai,survei
survey,survei
susahhhh,susah
sutera,sutra
swaktu,sewaktu
swdangkan,sedangkan
swdra,saudara
sweger,segar
swmntara,sementara
swt,subhanahuwataala
swtu,sewaktu
sx,sekali
sy,saya
sya,saya
syah,sah
syah bandar,syahbandar
syahid,sahid
syaiton,setan
syang,sayang
syantiek,cantik
syantiiiiikkkkkkkkkkkk,cantik
syantik,cantik
syaraf,saraf
syediih,sedih
syediiihhh,sedih
syeitan,setan
syekaliii,sekali
syg,sayang
sygkuu,sayangku
sygngnya,sayangnya
sygnya,sayangnya
"syirik""",syirik syirik
sykuri,mensyukuri
syng,sayang
syngnya,sayangnya
synk,sayang
syoiton,setan
syp,siapa
sypa,siapa
syratnya,syaratnya
system,sistem
syukaaakkk,suka
syurga,surga
t4,tempat
ta'at,taat
tabanas,tabungan pembangunan nasional
tabiat,sifat
tadz,ustadz
taek,tahi
taekk,tahi
taggngjwb,tanggung jawab
tah,teh
tahannn,tahan
tahayul,takhayul
tahi,kotoran
tahn,tahun
tahta,takhta
"tahun""",tahun tahun
tahun2,tahun tahun
tahuna,tahunan
tahyul,takhayul
tai,kotoran
taiiii,tahi
taik,kotoran
tajir,kaya
tak,tidak
tak de,tidak ada
takde,tidak ada
takdirr,takdir
takhyul,takhayul
takuttt,takut
takuuuuut,takut
tambahh,tambah
tambahim,tambahkan
tambahin,tambahkan
tambh,tambah
tampatan,tamparan
tampialannya,tampilannya
tamvann,tampan
tanda2nya,tanda tandanya
tanem,tanam
taneman,tanaman
tanggepan,tanggapan
tanggung2,tanggung tanggung
tanggungjwb,tanggungjawab
tangkep,tangkap
tangkepin,tangkap
tangungjawab,tanggung jawab
"tante""",tante tante
tante2,tante tante
tantee,tante
tanteny,tantenya
tanya2,tanya tanya
tanyain,tanyakan
tanyaken,tanyakan
tanyang,tayang
taon,tahun
tap8,tapi
tapii,tapi
tapir,kafir
tapo,tapi
tappi,tapi
taqwa,takwa
tar,entar
targetx,targetnya
tarip,tarif
tarlalu,terlalu
taro,taruh
taroan,taruhan
tau,tahu
tau2,tau tau
taubat,tobat
tauco,taoco
taug,tahu
tauge,taoge
tauk,tahu
tauladan,teladan
taulah,tahulah
taun,tahun
taun2,tahun tahun
taunya,tahunya
tauu,tau
tauuu,tau
tauuuu,tau
tauuuuu,tau
taux,tahunya
taw,tahu
tawh,tahu
taxi,taksi
tay,tahi
tayik,tahi
tayngan,tayangan
taz,atas
tb,tiba
tbaik,terbaik
tbang,tebang
tbtb,tiba tiba
tbuh,tubuh
td,tadi
tdak,tidak
tdh,terhadap
tdhp,terhadap
tdi,tadi
tdk,tidak
tdkkah,tidakkah
tdklah,tidaklah
tdknya,tidaknya
tdnya,tadinya
tdpt,terdapat
tdr,tidur
tdrnya,tidurnya
tdung,tudung
tdur,tidur
te2,tetek
te2p,tetap
teang,tenang
tebel,tebal
tebir,ribet
"tebir""",ribet ribet
teebukti,terbukti
teehormat,terhormat
teejadi,terjadi
teelalu,teralu
teesebar,tersebar
tegaar,tegar
tegor,tegur
teguran2,teguran teguran
teh,kakak perempuan
tehh,teh
tehhh,teh
tehhhh,teh
tehnik,teknik
tehnologi,teknologi
tekat,tekad
tekhnik,teknik
tekhnologi,teknologi
tekno,teknologi
tekor,rugi
telaatt,telat
telat,terlambat
teledor,ceroboh
telefisi,televisi
telefon,telepon
telen,telan
telengkap,terlengkap
teleransi,toleransi
telfon,telepon
telimakacih,terima kasih
telkom,telekomunikasi
telmi,telat berpikir
telolis,teroris
telor,telur
telp,telepon
telpon,telepon
telu,tiga
"teman""ny",teman temannya
teman2,teman teman
tembemmm,tembem
tembokk,tembok
temen,teman
"temen""",teman teman
temen2,teman teman
temenan,berteman
temenkuuh,temanku
temenn,teman
temennya,temannya
temen-temen,teman teman
tempat2,tempat tempat
tempt,tempat
tenaaang,tenang
tenaang,tenang
tendyangg,tentang
tengah2,tengah tengah
tengaj,tengah
tenggah,tengah
tengil,menyebalkan
tengkiuw,terima kasih
tengok,lihat
tengsin,malu
tenny,tenang
tentanh,tentang
teoritis,teoretis
tepar,terkapar
tera bita,terabita
terabaikn,terabaikan
terabas,terobos
terakir,terakhir
teralhir,terakhir
terangkhn,terangkan
terbaeeeek,terbaik
terbaeq,terbaik
terbaiiikkkkk,terbaik
terbaikk,terbaik
terbaikkk,terbaik
terbaique,terbaik
terbitin,terbitkan
terbr,terbaru
terburu2,terburu buru
tercyduk,terciduk
terdpn,terdepan
terdzolimi,terzalimi
tereak,teriak
terealisir,terealisasi
terentuh,tersentuh
tergantng,tergantung
terhaaru,terharu
terharuuu,terharu
terharuuuu,terharu
terhdp,terhadap
terhrmt,terhormat
terhtmt,terhormat
teriakx,teriaknya
terimakasih,terima kasih
terimakasir,terima kasih
terimaksih,terima kasih
teringt,teringat
terjd,terjadi
terjrumus,terjerumus
terkenall,terkenal
terkhir,terakhir
terlanjur,telanjur
terlantar,telantar
terlengakap,terlengkap
terlht,terlihat
terllu,terlalu
terlnjur,terlanjur
termiribkan,termiripkan
terms,termasuk
termuraaahhhh,termurah
termurahhh,termurah
termurahhhh,termurah
ternodain,ternodai
ternyataa,ternyata
terompet,trompet
terong2an,terong terongan
terorganisir,terorganisasi
terossss,terus
terpecaya,tepercaya
terrrrbaik,terbaik
tersbt,tersebut
tertamvan,tertampan
tertnggal,tertinggal
tertuntu,tertentu
teru,terus
"terus""an",terus terusan
terus2an,terus terusan
terusin,teruskan
teruss,terus
terusss,terus
terusssssss,terus
teruus,terus
teruuss,terus
teruz,terus
teruzzz,terus
testi,testimoni
testinya,testimoninya
tetaplaah,tetaplah
tetapppp,tetap
tete,tetek
tetehh,teteh
tetep,tetap
tethek,tetek
tetp,tetap
teyuss,terus
teyussss,terus
tg,tempered glass
tggu,tunggu
tgh,tengah
tgjwb,tanggung jawan
tgk,tengok
tgl,tanggal
tgn,tangan
tgu,tunggu
th,tahu
th2,tahun tahun
than,tahan
thank,terima kasih
thanks,terima kasih
thankz,terima kasih
thanx,terima kasih
thd,terhadap
thdp,terhadap
the,yang
thebest,terbaik
theologi,teologi
therchakitty,tersakiti
thetek,tetek
thingking,berpikir
thn,tahun
thnan,tahunan
thp,terhadap
thq,terima kasih
thu,itu
thun,tahun
thx,terima kasih
tiap,setiap
tiati,hati hati
tiba2,tiba tiba
tidakkkk,tidak
tidk,tidak
tiga2nya,tiga tiganya
tik,cantik
tikung2,tikung tikung
tilang,bukti pelanggaran
tilep,tilap
tilpon,telepon
timbang,dibanding
time,waktu
tingal,tinggal
tinggalin,tinggalkan
tinggalkn,tinggalkan
tinggall,tinggal
tinggl,tinggal
tingi,tinggi
tioghoa,tionghoa
tiorinya,teorinya
tipe2,tipe tipe
tipi,tv
tipiwan,tvone
tips2,tips tips
tipu2nya,tipu tipunya
tirani,tiran
titek,tetek
titi mangsa,titimangsa
titid,titit
titit,titit
tium,cium
tjawab,tanggungjawab
tjd,terjadi
tjuan,tujuan
tk,tak
tkasih,terima kasih
tkg,tukang
tkgn,tukang
tkng,tukang
tks,terima kasih
tksh,terima kasih
tksih,terima kasih
tkt,takut
tkut,takut
tlah,telah
tlambat,terlambat
tlg,tolong
tlglah,tolonglah
tlh,telah
tll,terlalu
tlog,tolong
tlong,tolong
tlp,telepon
tlpn,telepon
tlpon,telpon
tls,tulis
tlsn,tulisan
tlur,telur
tlvn,telepon
tman,teman
tmbah,tambah
tmbahkah,tambahkan
tmbh,tambah
tmbm,tembam
tmen,teman
tmen2,teman teman
tmn,teman
tmn2,teman teman
tmn2nya,teman temannya
tmp,tempat
tmpah,tumpah
tmph,tumpah
tmpt,tempat
tmsk,termasuk
tnang,tenang
tnda,tanda
tnggapan,tanggapan
tnggl,tanggal
tnggu,tunggu
tngh,tengah
tngkatkan,tingkatkan
tngkt,tingkat
tngu,tunggu
tnh,tanah
tnp,tanpa
tnpa,tanpa
tntg,tentang
tntng,tentang
tntnya,tentunya
tntram,tentram
tnya,tanya
tnyta,ternyata
to,tapi
tobat,taubat
toge,taoge
tohh,toh
tokai,tai
tokayyy,tahi
toket,tetek
toketnya,teteknya
tolernsi,toleransi
tolok,tolak
tolol,bodoh
toloollll,tolol
tongolin,menongol
toooop,top
tooop,top
top,mantap
toserba,toko serba ada
tot,entot
toys,main
tp,tapi
tpat,tepat
tpi,tapi
tpii,tapi
tpt,tepat
tpy,tapi
tq,terima kasih
tradisionil,tradisional
trampil,terampil
trang,terang
transfers,transfer
transitip,transitif
transitiv,transitif
transortasi,transportasi
trasa,terasa
trbaik,terbaik
trbaikk,terbaik
trbawa,terbawa
trbesar,terbesar
trbukti,terbukti
trburuk,berburuk
trciptanya,terciptanya
trcnta,tercinta
trcyduk,terciduk
trdhulu,terdahulu
treak,teriak
tren,trend
trending,trend
trganggu,terganggu
trgantung,tergantung
trgntg,tergantung
trhadap,terhadap
trhadp,terhadap
trhdp,terhadap
trhjun,terjun
trhtung,terhitung
tri darma,tridarma
tri tunggal,tritunggal
triak,teriak
trilyun,triliun
trim,terima
trima,terima
trimakaciw,terima kasih
trimakasih,terima kasih
trimaksi,terima kasih
trimkasi,terima kasih
trimksh,terima kasih
trims,terima kasih
trimz,terima kasih
trjadi,terjadi
trjd,terjadi
trjdi,terjadi
trkesan,terkesan
trknal,terkenal
trkrim,terkirim
trlah,telah
trlalu,terlalu
trlihat,terlihat
trlksna,terlaksana
trll,terlalu
trllu,terlalu
trlmbt,terlambat
trm,terima
trmaksh,terima kasih
trmanis,termanis
trmasuk,termasuk
trmksh,terima kasih
trmsk,termasuk
trmsuk,termasuk
trnyata,ternyata
trnyt,ternyata
trnyta,ternyata
trobosan,terbosan
troma,trauma
troooos,terus
trotoir,trotoar
trpendam,terpendam
trprcaya,terpercaya
trprovokasi,terprovokasi
trpsah,terpisah
trrharu,terharu
trrjrmahkan,terjemahkan
trs,terus
trsa,terasa
trsakiti,tersakiti
trsbt,tersebut
trsebarnya,tersebarnya
trsebut,tersebut
trserah,terserah
trserh,terserah
trsiksa,tersiksa
trsisa,tersisa
trsrh,terserah
trstruktur,terstruktur
trtingga,tertinggal
truhannya,taruhannya
trun,turun
trus,terus
trusan.a,terusannya
trusss,terus
trussss,terus
trusted,terpercaya
trutama,terutama
trz,terus
ts,penulis
tsangka,tersangka
tsb,tersebut
tsbt,tersebut
tsk,tersangka
tspi,tapi
tst,tahu sama tahu
ttap,tetap
ttd,tertanda
tteh,teteh
ttep,tetap
ttg,tentang
tth,teteh
ttinggi,tinggi
ttk,titik
ttng,tentang
ttp,tetap
ttpi,tetapi
ttrhdp,terhadap
tu,itu
tua2,tua tua
tuany,tuanya
tuch,tuh
tuh,itu
tuhanny,tuhannya
tuhh,itu
tuhhh,tuh
tuir,tua
tuit,tweet
tuitnya,tweetnya
tuk,untuk
tukan,tukang
tul,betul
tullus,tulus
tumpe2,tumpah tumpah
tuna karya,tunakarya
tunggu2,tunggu tunggu
tunjukan,tunjukkan
tunjukin,tunjukkan
tuntas,selesai
turunin,turunkan
turunn,turun
turunya,turunya
tutorialx,tutorialnya
tutupin,menutupi
tuu,tuh
tuuh,itu
tuuu,itu
tuuuuh,tuh
tuwanya,tuanya
tuwek,tua
tuwh,tuh
tuwir,tua
tw,tahu
tweeter,twitter
tweter,twitter
twit,tweet
twiterr,twitter
twitnya,tweetnya
twitt,tweet
twittnya,tweetnya
twrwujud,terwujud
twt,tweet
tx,tak
txs,terima kasih
tyap,tiap
tyas,terima kasih
typo,salah tulis
tytyd,titit
tytyt,titit
u,kamu
u/,untuk
uaaasssiiiik,asik
uahakan,usahakan
uas,ustad abdul somad
uasai,kuasa
ubur2,ubur ubur
ucapin,mengucapkan
ucul,lucu
ucull,lucu
ucullllll,lucu
ud,sudah
uda,sudah
udah,sudah
udah2,sudah sudah
udahh,sudah
udahlah,sudahlah
udau,sudah
ude,sudah
udeh,sudah
udehh,sudah
udelnya,koridornya
udh,sudah
uga,juga
ugaaa,juga
ugha,juga
ughaa,juga
ugkp,ungkap
uhh,uh
uhhh,uh
uih,uh
uitnya,duitnya
ujg,ujung
ujud,wujud
ujug,ujung
ujung2,ujung ujung
ujung2nya,ujung ujungnya
ujunggg,ujung
ul,ulangan
ulan,ulang
ulangtahun,ulang tahun
ultah,ulang tahun
ultahe,ultahnya
ultha,ultah
ultra modern,ultramodern
undangan2,undangan undangan
ungkapin,ungkapkan
ungkit2,ungkit ungkit
unique,unik
univ,universitas
universiti,universitas
university,universitas
unk,untuk
unt,untuk
untk,untuk
untunge,untungnya
untungg,untung
unyu,lucu
unyu2,unyu unyu
unyuu,unyu
unyuuk,unyu
upcr,upacara
update,perbarui
upload,unggah
uplot,unggah
upppsss,ups
uppu,apa
urang,saya
urat2nya,urat uratnya
urg,saya
ursan,urusan
urusanny,urusannya
urusin,mengurusi
urusn,urusan
usa,usah
usah,perlu
usahh,usah
usahhhh,usah
useful,berguna
ush,usah
usha,usaha
ust,ustadz
ustad,ustadz
ustadz,ustaz
ustadzah,ustazah
ustat,ustadz
ustdz,ustadz
ustzah,ustazah
ut,untuk
utang,hutang
utangnya,hutangnya
utiliti,utilitas
utip,kutip
utk,untuk
utkmu,untukmu
utul,ujian tertulis
uuh,uh
uuhh,uh
uuhhh,uh
uuuuuaaaaaaaaaappppppppppiiiiiiiiiiiiiiiiiikkkkkkkkkkkkkkkk,apik
uwahhhhh,wah
uwakk,uwak
uwee,gue
uztad,ustad
vaham,paham
valas,valuta asing
valid,sah
validiti,validitas
varitas,varietas
verified,verifikasi
verikasi,verifikasi
vermak,permak
very,sangat
via,lewat
victory,menang
vidio,video
villa,vila
vissi,visi
vocer,voucher
vocher,voucher
vol,volume
vote,pilih
voucer,voucher
vulpen,pulpen
w,gue
w/,dengan
wa,saya
waaa,wah
waaaaw,wow
waaahhh,wah
waaaww,wow
waaawwww,wow
waah,wah
wad,buat
wadaaw,waduh
wadir,wakil direktur
wado,waduh
wadoh,aduh
waduh,aduh
waduhh,waduh
waduhhh,waduh
waduuhh,aduh
waduuuuh,waduh
wagub,wakil gubernur
wahh,wah
wahhh,wah
wahhhhhh,wah
wahjudi,wah judi
wahyudi,yahudi
wait,tunggu
wajarrr,wajar
wajiiib,wajib
wakakakka,tertawa
waket,wakil ketua
waktunyaaa,waktunya
walahhh,aduh
walao,walau
walapun,walaupun
walau pun,walaupun
walik,balik
walikota,wali kota
walk out,keluar
walo,walau
wamil,wajib militer
wanitah,wanita
wanjerrr,anjir
wanjiir,anjir
wao,wah
waoohhh,wah
waow,waw
waqaf,wakaf
war,perang
waras,sehat
waraskah,sehatkah
warbasah,luar biasa
warbiasak,luar biasa
warbisayasak,luarbiasa
warbiyasah,luar biasa
warbiyasak,luarbiasa
warbyasak,luar biasa
waria,wanita pria
warkop,warung kopi
warnaaa,warna
warnany,warnanya
warnet,warung internet
warning,peringatan
warteg,warung tegal
wartel,warung telekomunikasi
warusan,warisan
wasap,whatsapp
waspadalah,waspada
wat,buat
wataknya,sifatnya
watching,menonton
waterproof,tahan air
watuk,batuk
waw,wow
waww,wow
wawwwww,wow
wdooohhh,waduh
wedding,pernikahan
weee,woi
weeeh,wih
week,wig
weleh,aduh
wenak,enak
wenakk,enak
wewww,wow
whatapps,whatsapp
whatever,terserah
whatsaap,whatsapp
whatsap,whatsapp
whatsapps,whatsapp
whatshapp,whatsapp
whattsapp,whatsapp
why,mengapa
widihh,idih
widihhh,aduh
wihh,wih
wihhh,wih
wihhhhhh,wih
wiih,wih
wiiihhhhh,wow
wiiiihhhh,wih
wiiiihhhhhhhhh,wih
wik,wig
wil,wilayah
with,dengan
withdrawal,withdraw
withdrawhany,withdraw hanya
wjh,wajah
wk,tertawa
wkkwkwkwkwkwkkwkwk,tertawa
wkl,wakil
wkt,waktu
wktnya,waktunya
wktu,waktu
wktunya,waktunya
wkwk,tertawa
wkwkk,tertawa
wkwkkw,tertawa
wkwkwk,tertawa
wkwkwkkwkwkwkwkwk,tertawa
wkwkwkwkkwwk,tertawa
wkwkwkwkwkkw,tertawa
wkwkwkww,tertawa
wkwokwowkw,tertawa
wlau,walau
wlaupun,walaupun
wlawpun,walaupun
wlo,walau
wlpun,walaupun
wlw,walaupun
wlwpun,walaupun
wo,prabowo
woaah,wah
woey,woy
woiii,woi
woles,santai
wong,orang
wong,orang
wong2,wong wong
wonk,orang
woooiiiii,woy
woooiiiiiiii,woy
woooowwww,wow
wooow,wow
wooowww,wow
woooyy,woy
woow,wow
wooww,wow
woowwww,wow
world,dunia
worsttt,worst
worth,bernilai
worthed,bernilai
wota2,wota wota
woto,bernilai
wouww,wow
wowo,prabowo
wowok,prabowo
wowoooww,wow
woww,wow
wowww,wow
wowwww,wow
wowwwww,wow
woy,woi
woyyy,woy
wrn,warna
wspresnya,wakil presidennya
wtf,what the fuck
wth,what the hell
wuaduh,aduh
wuah,wah
wuastagah,astaga
wuih,wow
wuiihhh,wow
x,kali
xixixi,tertawa
xlian,kalian
xpress,express
y,kenapa
ya,iya
yaa,ya
yaaa,ya
yaaaa,ya
yaaaaaa,ya
yaaah,ya
yaaampunnn,ya ampun
yaaang,yang
yaah,ya
yaahh,ya
yaahhh,ya
yaak,ya
yaakk,ya
yaakkk,ya
yaampuuuunnnn,ya ampun
yaang,yang
yach,ya
yachhh,ya
yad,yang akan datang
yaelahhh,aduh
yah,ya
yahbh,ya
yahh,ya
yahhh,ya
yahhhh,ya
yak,ya
yakaliiiii,yakali
